transaction_date,transaction_volume_usd
2011-11-28,6730250.0
2011-11-27,2783795.0
2011-11-26,446452.0
2011-11-25,454521.0
2011-11-24,419936.0
2011-11-23,2729557.0
2011-11-22,3917824.0
2011-11-21,2661522.0
2011-11-20,1644284.0
2011-11-19,5513644.0
2011-11-18,6874636.0
2011-11-17,6702922.0
2011-11-16,3652992.0
2011-11-15,441365.0
2011-11-14,372793.0
2011-11-13,243426.0
2011-11-12,244425.0
2011-11-11,420199.0
2011-11-10,374929.0
2011-11-09,809263.0
2011-11-08,376046.0
2011-11-07,197525.0
2011-11-06,244963.0
2011-11-05,358627.0
2011-11-04,332715.0
2011-11-03,377651.0
2011-11-02,475799.0
2011-11-01,423635.0
2011-10-31,287167.0
2011-10-30,291917.0
2011-10-29,722135.0
2011-10-28,398532.0
2011-10-27,237352.0
2011-10-26,349570.0
2011-10-25,338118.0
2011-10-24,303468.0
2011-10-23,354811.0
2011-10-22,316963.0
2011-10-21,259341.0
2011-10-20,302146.0
2011-10-19,240894.0
2011-10-18,299721.0
2011-10-17,442260.0
2011-10-16,218919.0
2011-10-15,304964.0
2011-10-14,316445.0
2011-10-13,319694.0
2011-10-12,295833.0
2011-10-11,325915.0
2011-10-10,237715.0
2011-10-09,326717.0
2011-10-08,478236.0
2011-10-07,425816.0
2011-10-06,661795.0
2011-10-05,399487.0
2011-10-04,351417.0
2011-10-03,266815.0
2011-10-02,279125.0
2011-10-01,374300.0
2011-09-30,322381.0
2011-09-29,241918.0
2011-09-28,325105.0
2011-09-27,408283.0
2011-09-26,357898.0
2011-09-25,293153.0
2011-09-24,377726.0
2011-09-23,321076.0
2011-09-22,435759.0
2011-09-21,761396.0
2011-09-20,556567.0
2011-09-19,390279.0
2011-09-18,281638.0
2011-09-17,343371.0
2011-09-16,464448.0
2011-09-15,298405.0
2011-09-14,468495.0
2011-09-13,351337.0
2011-09-12,566694.0
2011-09-11,5650663.0
2011-09-10,461676.0
2011-09-09,887507.0
2011-09-08,453856.0
2011-09-07,976725.0
2011-09-06,645989.0
2011-09-05,682371.0
2011-09-04,568608.0
2011-09-03,377717.0
2011-09-02,476920.0
2011-09-01,478641.0
2011-08-31,445986.0
2011-08-30,449115.0
2011-08-29,390351.0
2011-08-28,370701.0
2011-08-27,10297260.0
2011-08-26,834111.0
2011-08-25,1445247.0
2011-08-24,744776.0
2011-08-23,546621.0
2011-08-22,648910.0
2011-08-21,474112.0
2011-08-20,550394.0
2011-08-19,651408.0
2011-08-18,1016465.0
2011-08-17,712430.0
2011-08-16,618632.0
2011-08-15,794343.0
2011-08-14,631248.0
2011-08-13,450891.0
2011-08-12,553232.0
2011-08-11,580148.0
2011-08-10,641011.0
2011-08-09,838551.0
2011-08-08,1522290.0
2011-08-07,1277865.0
2011-08-06,750464.0
2011-08-05,1354022.0
2011-08-04,957933.0
2011-08-03,1241578.0
2011-08-02,1163645.0
2011-08-01,784067.0
2011-07-31,797357.0
2011-07-30,687360.0
2011-07-29,1124147.0
2011-07-28,1298118.0
2011-07-27,877234.0
2011-07-26,889346.0
2011-07-25,1017419.0
2011-07-24,579072.0
2011-07-23,749923.0
2011-07-22,799642.0
2011-07-21,788316.0
2011-07-20,787825.0
2011-07-19,1159599.0
2011-07-18,2566237.0
2011-07-17,654844.0
2011-07-16,611225.0
2011-07-15,712134.0
2011-07-14,708563.0
2011-07-13,783567.0
2011-07-12,830828.0
2011-07-11,1042605.0
2011-07-10,814691.0
2011-07-09,763944.0
2011-07-08,780059.0
2011-07-07,1041229.0
2011-07-06,1426877.0
2011-07-05,1298978.0
2011-07-04,962698.0
2011-07-03,691108.0
2011-07-02,1501123.0
2011-07-01,1731314.0
2011-06-30,1747351.0
2011-06-29,1364842.0
2011-06-28,2629087.0
2011-06-27,1745381.0
2011-06-26,1101639.0
2011-06-25,1944141.0
2011-06-24,1777963.0
2011-06-23,7615913.0
2011-06-22,1843731.0
2011-06-21,1771098.0
2011-06-20,14519535.0
2011-06-19,2125491.0
2011-06-18,1998701.0
2011-06-17,2965232.0
2011-06-16,2639725.0
2011-06-15,2451236.0
2011-06-14,6262642.0
2011-06-13,3777160.0
2011-06-12,15503803.0
2011-06-11,4622649.0
2011-06-10,3843920.0
2011-06-09,5586476.0
2011-06-08,4909663.0
2011-06-07,1363724.0
2011-06-06,2089946.0
2011-06-05,1730478.0
2011-06-04,1521884.0
2011-06-03,2219953.0
2011-06-02,856819.0
2011-06-01,591030.0
2011-05-31,636881.0
2011-05-30,437182.0
2011-05-29,526541.0
2011-05-28,417034.0
2011-05-27,3111304.0
2011-05-26,828721.0
2011-05-25,566716.0
2011-05-24,411273.0
2011-05-23,656643.0
2011-05-22,1649403.0
2011-05-21,2827342.0
2011-05-20,436590.0
2011-05-19,408467.0
2011-05-18,632200.0
2011-05-17,1159406.0
2011-05-16,529896.0
2011-05-15,2326710.0
2011-05-14,5839842.0
2011-05-13,2737966.0
2011-05-12,604958.0
2011-05-11,692885.0
2011-05-10,543880.0
2011-05-09,285840.0
2011-05-08,309849.0
2011-05-07,369563.0
2011-05-06,354735.0
2011-05-05,267356.0
2011-05-04,659930.0
2011-05-03,321812.0
2011-05-02,215720.0
2011-05-01,327093.0
2011-04-30,1202538.0
2011-04-29,550045.0
2011-04-28,294932.0
2011-04-27,105119.0
2011-04-26,110594.0
2011-04-25,76427.0
2011-04-24,161867.0
2011-04-23,128333.0
2011-04-22,180531.0
2011-04-21,73586.0
2011-04-20,808384.0
2011-04-19,2000468.0
2011-04-18,87551.0
2011-04-17,780771.0
2011-04-16,152420.0
2011-04-15,100098.0
2011-04-14,45784.0
2011-04-13,74439.0
2011-04-12,69521.0
2011-04-11,36299.0
2011-04-10,37178.0
2011-04-09,48280.0
2011-04-08,39878.0
2011-04-07,51998.0
2011-04-06,27403.0
2011-04-05,45955.0
2011-04-04,39393.0
2011-04-03,45209.0
2011-04-02,26398.0
2011-04-01,38322.0
2011-03-31,49935.0
2011-03-30,43376.0
2011-03-29,43449.0
2011-03-28,57362.0
2011-03-27,57626.0
2011-03-26,101642.0
2011-03-25,70182.0
2011-03-24,98185.0
2011-03-23,64659.0
2011-03-22,63477.0
2011-03-21,44912.0
2011-03-20,34938.0
2011-03-19,51587.0
2011-03-18,57847.0
2011-03-17,77214.0
2011-03-16,61691.0
2011-03-15,73225.0
2011-03-14,124309.0
2011-03-13,51598.0
2011-03-12,60424.0
2011-03-11,97554.0
2011-03-10,115881.0
2011-03-09,90086.0
2011-03-08,37702.0
2011-03-07,34115.0
2011-03-06,40280.0
2011-03-05,23192.0
2011-03-04,39776.0
2011-03-03,90019.0
2011-03-02,97038.0
2011-03-01,238207.0
2011-02-28,24184.0
2011-02-27,78056.0
2011-02-26,52359.0
2011-02-25,31889.0
2011-02-24,30986.0
2011-02-23,26253.0
2011-02-22,27368.0
2011-02-21,24302.0
2011-02-20,29573.0
2011-02-19,40214.0
2011-02-18,30662.0
2011-02-17,15895.0
2011-02-16,30500.0
2011-02-15,54031.0
2011-02-14,29065.0
2011-02-13,21840.0
2011-02-12,36859.0
2011-02-11,45157.0
2011-02-10,72572.0
2011-02-09,25392.0
2011-02-08,26738.0
2011-02-07,106124.0
2011-02-06,22269.0
2011-02-05,43393.0
2011-02-04,23600.0
2011-02-03,28485.0
2011-02-02,70019.0
2011-02-01,62654.0
2011-01-31,11063.0
2011-01-30,7112.0
2011-01-29,9028.0
2011-01-28,75983.0
2011-01-27,244197.0
2011-01-26,8354.0
2011-01-25,9593.0
2011-01-24,14463.0
2011-01-23,18353.0
2011-01-22,12943.0
2011-01-21,9737.0
2011-01-20,14375.0
2011-01-19,14224.0
2011-01-18,17351.0
2011-01-17,21248.0
2011-01-16,5692.0
2011-01-15,19660.0
2011-01-14,20944.0
2011-01-13,12205.0
2011-01-12,19002.0
2011-01-11,10925.0
2011-01-10,9608.0
2011-01-09,4919.0
2011-01-08,9216.0
2011-01-07,5304.0
2011-01-06,5052.0
2011-01-05,4746.0
2011-01-04,8950.0
2011-01-03,4844.0
2011-01-02,4965.0
2011-01-01,4249.0
2010-12-31,4557.0
2010-12-30,7230.0
2010-12-29,11872.0
2010-12-28,8990.0
2010-12-27,9707.0
2010-12-26,1680.0
2010-12-25,4175.0
2010-12-24,2077.0
2010-12-23,3020.0
2010-12-22,14144.0
2010-12-21,6854.0
2010-12-20,2735.0
2010-12-19,12456.0
2010-12-18,6928.0
2010-12-17,3925.0
2010-12-16,4728.0
2010-12-15,7042.0
2010-12-14,8236.0
2010-12-13,13930.0
2010-12-12,2639.0
2010-12-11,7974.0
2010-12-10,3359.0
2010-12-09,5112.0
2010-12-08,8015.0
2010-12-07,8092.0
2010-12-06,15403.0
2010-12-05,4714.0
2010-12-04,11174.0
2010-12-03,5857.0
2010-12-02,12297.0
2010-12-01,12969.0
2010-11-30,10313.0
2010-11-29,4151.0
2010-11-28,5060.0
2010-11-27,3988.0
2010-11-26,24631.0
2010-11-25,10044.0
2010-11-24,8045.0
2010-11-23,7719.0
2010-11-22,4200.0
2010-11-21,11801.0
2010-11-20,12813.0
2010-11-19,6490.0
2010-11-18,5600.0
2010-11-17,8329.0
2010-11-16,17785.0
2010-11-15,9817.0
2010-11-14,5671.0
2010-11-13,6664.0
2010-11-12,3054.0
2010-11-11,5752.0
2010-11-10,6184.0
2010-11-09,25859.0
2010-11-08,134063.0
2010-11-07,24253.0
2010-11-06,28387.0
2010-11-05,8195.0
2010-11-04,28594.0
2010-11-03,6846.0
2010-11-02,4977.0
2010-11-01,5788.0
2010-10-31,7535.0
2010-10-30,10221.0
2010-10-29,16111.0
2010-10-28,6586.0
2010-10-27,18235.0
2010-10-26,12841.0
2010-10-25,4299.0
2010-10-24,11914.0
2010-10-23,2456.0
2010-10-22,2305.0
2010-10-21,6726.0
2010-10-20,5519.0
2010-10-19,2720.0
2010-10-18,3688.0
2010-10-17,4489.0
2010-10-16,9668.0
2010-10-15,7264.0
2010-10-14,5724.0
2010-10-13,1954.0
2010-10-12,5317.0
2010-10-11,5806.0
2010-10-10,12096.0
2010-10-09,14355.0
2010-10-08,12425.0
2010-10-07,7232.0
2010-10-06,3026.0
2010-10-05,6490.0
2010-10-04,3271.0
2010-10-03,18961.0
2010-10-02,1649.0
2010-10-01,2350.0
2010-09-30,1431.0
2010-09-29,4666.0
2010-09-28,2282.0
2010-09-27,1445.0
2010-09-26,1117.0
2010-09-25,1066.0
2010-09-24,2091.0
2010-09-23,3306.0
2010-09-22,1835.0
2010-09-21,1236.0
2010-09-20,2351.0
2010-09-19,2963.0
2010-09-18,3929.0
2010-09-17,1792.0
2010-09-16,1272.0
2010-09-15,4780.0
2010-09-14,1394.0
2010-09-13,1412.0
2010-09-12,937.0
2010-09-11,556.0
2010-09-10,649.0
2010-09-09,1015.0
2010-09-08,789.0
2010-09-07,1347.0
2010-09-06,2469.0
2010-09-05,862.0
2010-09-04,1906.0
2010-09-03,1751.0
2010-09-02,1127.0
2010-09-01,688.0
2010-08-31,2349.0
2010-08-30,845.0
2010-08-29,660.0
2010-08-28,1579.0
2010-08-27,641.0
2010-08-26,1224.0
2010-08-25,527.0
2010-08-24,779.0
2010-08-23,747.0
2010-08-22,1990.0
2010-08-21,1168.0
2010-08-20,1410.0
2010-08-19,946.0
2010-08-18,2649.0
2010-08-17,3712.0
2010-08-16,0.0
2010-08-15,0.0
2010-08-14,0.0
2010-08-13,0.0
2010-08-12,0.0
2010-08-11,0.0
2010-08-10,0.0
2010-08-09,0.0
2010-08-08,0.0
2010-08-07,0.0
2010-08-06,0.0
2010-08-05,0.0
2010-08-04,0.0
2010-08-03,0.0
2010-08-02,0.0
2010-08-01,0.0
2010-07-31,0.0
2010-07-30,0.0
2010-07-29,0.0
2010-07-28,0.0
2010-07-27,0.0
2010-07-26,0.0
2010-07-25,0.0
2010-07-24,0.0
2010-07-23,0.0
2010-07-22,0.0
2010-07-21,0.0
2010-07-20,0.0
2010-07-19,0.0
2010-07-18,0.0
2010-07-17,0.0
2010-07-16,0.0
2010-07-15,0.0
2010-07-14,0.0
2010-07-13,0.0
2010-07-12,0.0
2010-07-11,0.0
2010-07-10,0.0
2010-07-09,0.0
2010-07-08,0.0
2010-07-07,0.0
2010-07-06,0.0
2010-07-05,0.0
2010-07-04,0.0
2010-07-03,0.0
2010-07-02,0.0
2010-07-01,0.0
2010-06-30,0.0
2010-06-29,0.0
2010-06-28,0.0
2010-06-27,0.0
2010-06-26,0.0
2010-06-25,0.0
2010-06-24,0.0
2010-06-23,0.0
2010-06-22,0.0
2010-06-21,0.0
2010-06-20,0.0
2010-06-19,0.0
2010-06-18,0.0
2010-06-17,0.0
2010-06-16,0.0
2010-06-15,0.0
2010-06-14,0.0
2010-06-13,0.0
2010-06-12,0.0
2010-06-11,0.0
2010-06-10,0.0
2010-06-09,0.0
2010-06-08,0.0
2010-06-07,0.0
2010-06-06,0.0
2010-06-05,0.0
2010-06-04,0.0
2010-06-03,0.0
2010-06-02,0.0
2010-06-01,0.0
2010-05-31,0.0
2010-05-30,0.0
2010-05-29,0.0
2010-05-28,0.0
2010-05-27,0.0
2010-05-26,0.0
2010-05-25,0.0
2010-05-24,0.0
2010-05-23,0.0
2010-05-22,0.0
2010-05-21,0.0
2010-05-20,0.0
2010-05-19,0.0
2010-05-18,0.0
2010-05-17,0.0
2010-05-16,0.0
2010-05-15,0.0
2010-05-14,0.0
2010-05-13,0.0
2010-05-12,0.0
2010-05-11,0.0
2010-05-10,0.0
2010-05-09,0.0
2010-05-08,0.0
2010-05-07,0.0
2010-05-06,0.0
2010-05-05,0.0
2010-05-04,0.0
2010-05-03,0.0
2010-05-02,0.0
2010-05-01,0.0
2010-04-30,0.0
2010-04-29,0.0
2010-04-28,0.0
2010-04-27,0.0
2010-04-26,0.0
2010-04-25,0.0
2010-04-24,0.0
2010-04-23,0.0
2010-04-22,0.0
2010-04-21,0.0
2010-04-20,0.0
2010-04-19,0.0
2010-04-18,0.0
2010-04-17,0.0
2010-04-16,0.0
2010-04-15,0.0
2010-04-14,0.0
2010-04-13,0.0
2010-04-12,0.0
2010-04-11,0.0
2010-04-10,0.0
2010-04-09,0.0
2010-04-08,0.0
2010-04-07,0.0
2010-04-06,0.0
2010-04-05,0.0
2010-04-04,0.0
2010-04-03,0.0
2010-04-02,0.0
2010-04-01,0.0
2010-03-31,0.0
2010-03-30,0.0
2010-03-29,0.0
2010-03-28,0.0
2010-03-27,0.0
2010-03-26,0.0
2010-03-25,0.0
2010-03-24,0.0
2010-03-23,0.0
2010-03-22,0.0
2010-03-21,0.0
2010-03-20,0.0
2010-03-19,0.0
2010-03-18,0.0
2010-03-17,0.0
2010-03-16,0.0
2010-03-15,0.0
2010-03-14,0.0
2010-03-13,0.0
2010-03-12,0.0
2010-03-11,0.0
2010-03-10,0.0
2010-03-09,0.0
2010-03-08,0.0
2010-03-07,0.0
2010-03-06,0.0
2010-03-05,0.0
2010-03-04,0.0
2010-03-03,0.0
2010-03-02,0.0
2010-03-01,0.0
2010-02-28,0.0
2010-02-27,0.0
2010-02-26,0.0
2010-02-25,0.0
2010-02-24,0.0
2010-02-23,0.0
2010-02-22,0.0
2010-02-21,0.0
2010-02-20,0.0
2010-02-19,0.0
2010-02-18,0.0
2010-02-17,0.0
2010-02-16,0.0
2010-02-15,0.0
2010-02-14,0.0
2010-02-13,0.0
2010-02-12,0.0
2010-02-11,0.0
2010-02-10,0.0
2010-02-09,0.0
2010-02-08,0.0
2010-02-07,0.0
2010-02-06,0.0
2010-02-05,0.0
2010-02-04,0.0
2010-02-03,0.0
2010-02-02,0.0
2010-02-01,0.0
2010-01-31,0.0
2010-01-30,0.0
2010-01-29,0.0
2010-01-28,0.0
2010-01-27,0.0
2010-01-26,0.0
2010-01-25,0.0
2010-01-24,0.0
2010-01-23,0.0
2010-01-22,0.0
2010-01-21,0.0
2010-01-20,0.0
2010-01-19,0.0
2010-01-18,0.0
2010-01-17,0.0
2010-01-16,0.0
2010-01-15,0.0
2010-01-14,0.0
2010-01-13,0.0
2010-01-12,0.0
2010-01-11,0.0
2010-01-10,0.0
2010-01-09,0.0
2010-01-08,0.0
2010-01-07,0.0
2010-01-06,0.0
2010-01-05,0.0
2010-01-04,0.0
2010-01-03,0.0
2010-01-02,0.0
2010-01-01,0.0
2009-12-31,0.0
2009-12-30,0.0
2009-12-29,0.0
2009-12-28,0.0
2009-12-27,0.0
2009-12-26,0.0
2009-12-25,0.0
2009-12-24,0.0
2009-12-23,0.0
2009-12-22,0.0
2009-12-21,0.0
2009-12-20,0.0
2009-12-19,0.0
2009-12-18,0.0
2009-12-17,0.0
2009-12-16,0.0
2009-12-15,0.0
2009-12-14,0.0
2009-12-13,0.0
2009-12-12,0.0
2009-12-11,0.0
2009-12-10,0.0
2009-12-09,0.0
2009-12-08,0.0
2009-12-07,0.0
2009-12-06,0.0
2009-12-05,0.0
2009-12-04,0.0
2009-12-03,0.0
2009-12-02,0.0
2009-12-01,0.0
2009-11-30,0.0
2009-11-29,0.0
2009-11-28,0.0
2009-11-27,0.0
2009-11-26,0.0
2009-11-25,0.0
2009-11-24,0.0
2009-11-23,0.0
2009-11-22,0.0
2009-11-21,0.0
2009-11-20,0.0
2009-11-19,0.0
2009-11-18,0.0
2009-11-17,0.0
2009-11-16,0.0
2009-11-15,0.0
2009-11-14,0.0
2009-11-13,0.0
2009-11-12,0.0
2009-11-11,0.0
2009-11-10,0.0
2009-11-09,0.0
2009-11-08,0.0
2009-11-07,0.0
2009-11-06,0.0
2009-11-05,0.0
2009-11-04,0.0
2009-11-03,0.0
2009-11-02,0.0
2009-11-01,0.0
2009-10-31,0.0
2009-10-30,0.0
2009-10-29,0.0
2009-10-28,0.0
2009-10-27,0.0
2009-10-26,0.0
2009-10-25,0.0
2009-10-24,0.0
2009-10-23,0.0
2009-10-22,0.0
2009-10-21,0.0
2009-10-20,0.0
2009-10-19,0.0
2009-10-18,0.0
2009-10-17,0.0
2009-10-16,0.0
2009-10-15,0.0
2009-10-14,0.0
2009-10-13,0.0
2009-10-12,0.0
2009-10-11,0.0
2009-10-10,0.0
2009-10-09,0.0
2009-10-08,0.0
2009-10-07,0.0
2009-10-06,0.0
2009-10-05,0.0
2009-10-04,0.0
2009-10-03,0.0
2009-10-02,0.0
2009-10-01,0.0
2009-09-30,0.0
2009-09-29,0.0
2009-09-28,0.0
2009-09-27,0.0
2009-09-26,0.0
2009-09-25,0.0
2009-09-24,0.0
2009-09-23,0.0
2009-09-22,0.0
2009-09-21,0.0
2009-09-20,0.0
2009-09-19,0.0
2009-09-18,0.0
2009-09-17,0.0
2009-09-16,0.0
2009-09-15,0.0
2009-09-14,0.0
2009-09-13,0.0
2009-09-12,0.0
2009-09-11,0.0
2009-09-10,0.0
2009-09-09,0.0
2009-09-08,0.0
2009-09-07,0.0
2009-09-06,0.0
2009-09-05,0.0
2009-09-04,0.0
2009-09-03,0.0
2009-09-02,0.0
2009-09-01,0.0
2009-08-31,0.0
2009-08-30,0.0
2009-08-29,0.0
2009-08-28,0.0
2009-08-27,0.0
2009-08-26,0.0
2009-08-25,0.0
2009-08-24,0.0
2009-08-23,0.0
2009-08-22,0.0
2009-08-21,0.0
2009-08-20,0.0
2009-08-19,0.0
2009-08-18,0.0
2009-08-17,0.0
2009-08-16,0.0
2009-08-15,0.0
2009-08-14,0.0
2009-08-13,0.0
2009-08-12,0.0
2009-08-11,0.0
2009-08-10,0.0
2009-08-09,0.0
2009-08-08,0.0
2009-08-07,0.0
2009-08-06,0.0
2009-08-05,0.0
2009-08-04,0.0
2009-08-03,0.0
2009-08-02,0.0
2009-08-01,0.0
2009-07-31,0.0
2009-07-30,0.0
2009-07-29,0.0
2009-07-28,0.0
2009-07-27,0.0
2009-07-26,0.0
2009-07-25,0.0
2009-07-24,0.0
2009-07-23,0.0
2009-07-22,0.0
2009-07-21,0.0
2009-07-20,0.0
2009-07-19,0.0
2009-07-18,0.0
2009-07-17,0.0
2009-07-16,0.0
2009-07-15,0.0
2009-07-14,0.0
2009-07-13,0.0
2009-07-12,0.0
2009-07-11,0.0
2009-07-10,0.0
2009-07-09,0.0
2009-07-08,0.0
2009-07-07,0.0
2009-07-06,0.0
2009-07-05,0.0
2009-07-04,0.0
2009-07-03,0.0
2009-07-02,0.0
2009-07-01,0.0
2009-06-30,0.0
2009-06-29,0.0
2009-06-28,0.0
2009-06-27,0.0
2009-06-26,0.0
2009-06-25,0.0
2009-06-24,0.0
2009-06-23,0.0
2009-06-22,0.0
2009-06-21,0.0
2009-06-20,0.0
2009-06-19,0.0
2009-06-18,0.0
2009-06-17,0.0
2009-06-16,0.0
2009-06-15,0.0
2009-06-14,0.0
2009-06-13,0.0
2009-06-12,0.0
2009-06-11,0.0
2009-06-10,0.0
2009-06-09,0.0
2009-06-08,0.0
2009-06-07,0.0
2009-06-06,0.0
2009-06-05,0.0
2009-06-04,0.0
2009-06-03,0.0
2009-06-02,0.0
2009-06-01,0.0
2009-05-31,0.0
2009-05-30,0.0
2009-05-29,0.0
2009-05-28,0.0
2009-05-27,0.0
2009-05-26,0.0
2009-05-25,0.0
2009-05-24,0.0
2009-05-23,0.0
2009-05-22,0.0
2009-05-21,0.0
2009-05-20,0.0
2009-05-19,0.0
2009-05-18,0.0
2009-05-17,0.0
2009-05-16,0.0
2009-05-15,0.0
2009-05-14,0.0
2009-05-13,0.0
2009-05-12,0.0
2009-05-11,0.0
2009-05-10,0.0
2009-05-09,0.0
2009-05-08,0.0
2009-05-07,0.0
2009-05-06,0.0
2009-05-05,0.0
2009-05-04,0.0
2009-05-03,0.0
2009-05-02,0.0
2009-05-01,0.0
2009-04-30,0.0
2009-04-29,0.0
2009-04-28,0.0
2009-04-27,0.0
2009-04-26,0.0
2009-04-25,0.0
2009-04-24,0.0
2009-04-23,0.0
2009-04-22,0.0
2009-04-21,0.0
2009-04-20,0.0
2009-04-19,0.0
2009-04-18,0.0
2009-04-17,0.0
2009-04-16,0.0
2009-04-15,0.0
2009-04-14,0.0
2009-04-13,0.0
2009-04-12,0.0
2009-04-11,0.0
2009-04-10,0.0
2009-04-09,0.0
2009-04-08,0.0
2009-04-07,0.0
2009-04-06,0.0
2009-04-05,0.0
2009-04-04,0.0
2009-04-03,0.0
2009-04-02,0.0
2009-04-01,0.0
2009-03-31,0.0
2009-03-30,0.0
2009-03-29,0.0
2009-03-28,0.0
2009-03-27,0.0
2009-03-26,0.0
2009-03-25,0.0
2009-03-24,0.0
2009-03-23,0.0
2009-03-22,0.0
2009-03-21,0.0
2009-03-20,0.0
2009-03-19,0.0
2009-03-18,0.0
2009-03-17,0.0
2009-03-16,0.0
2009-03-15,0.0
2009-03-14,0.0
2009-03-13,0.0
2009-03-12,0.0
2009-03-11,0.0
2009-03-10,0.0
2009-03-09,0.0
2009-03-08,0.0
2009-03-07,0.0
2009-03-06,0.0
2009-03-05,0.0
2009-03-04,0.0
2009-03-03,0.0
2009-03-02,0.0
2009-03-01,0.0
2009-02-28,0.0
2009-02-27,0.0
2009-02-26,0.0
2009-02-25,0.0
2009-02-24,0.0
2009-02-23,0.0
2009-02-22,0.0
2009-02-21,0.0
2009-02-20,0.0
2009-02-19,0.0
2009-02-18,0.0
2009-02-17,0.0
2009-02-16,0.0
2009-02-15,0.0
2009-02-14,0.0
2009-02-13,0.0
2009-02-12,0.0
2009-02-11,0.0
2009-02-10,0.0
2009-02-09,0.0
2009-02-08,0.0
2009-02-07,0.0
2009-02-06,0.0
2009-02-05,0.0
2009-02-04,0.0
2009-02-03,0.0
2009-02-02,0.0
2009-02-01,0.0
2009-01-31,0.0
2009-01-30,0.0
2009-01-29,0.0
2009-01-28,0.0
2009-01-27,0.0
2009-01-26,0.0
2009-01-25,0.0
2009-01-24,0.0
2009-01-23,0.0
2009-01-22,0.0
2009-01-21,0.0
2009-01-20,0.0
2009-01-19,0.0
2009-01-18,0.0
2009-01-17,0.0
2009-01-16,0.0
2009-01-15,0.0
2009-01-14,0.0
2009-01-13,0.0
2009-01-12,0.0
2009-01-11,0.0
2009-01-10,0.0
2009-01-09,0.0
2009-01-08,0.0
2009-01-07,0.0
2009-01-06,0.0
2009-01-05,0.0
2009-01-04,0.0
2009-01-03,0.0
